"","coddepto","codprovincia","codmpio","depto","provincia","municipio","ano","ipm_asisescu_pob","pobl_tot"
"88",5,585,5642,"Antioquia","Suroeste","Salgar",2005,3224.157,18206
"89",5,558,5647,"Antioquia","Norte","San AndrÈs de CuerquÌa",2005,865.96728,7367
"90",5,562,5649,"Antioquia","Oriente","San Carlos",2005,1891.7372,15826
"91",5,562,5652,"Antioquia","Oriente","San Francisco",2005,1034.2116,6395
"92",5,560,5656,"Antioquia","Occidente","San JerÛnimo",2005,1170.6726,11627
"93",5,558,5658,"Antioquia","Norte","San JosÈ de La MontaÒa",2005,297.76264,3103
"94",5,592,5659,"Antioquia","Urab·","San Juan de Urab·",2005,4125.2118,20899
"95",5,562,5660,"Antioquia","Oriente","San Luis",2005,1567.6365,11009
"96",5,558,5664,"Antioquia","Norte","San Pedro",2005,1487.5242,22066
"97",5,592,5665,"Antioquia","Urab·","San Pedro de Uraba",2005,4313.3573,28772
"98",5,562,5667,"Antioquia","Oriente","San Rafael",2005,1011.768,13530
"99",5,556,5670,"Antioquia","Nordeste","San Roque",2005,2191.1559,18157
"100",5,562,5674,"Antioquia","Oriente","San Vicente",2005,2450.329,19438
"101",5,585,5679,"Antioquia","Suroeste","Santa B·rbara",2005,2729.2097,23590
"102",5,558,5686,"Antioquia","Norte","Santa Rosa de Osos",2005,3188.1352,31025
"103",5,556,5690,"Antioquia","Nordeste","Santo Domingo",2005,1222.5579,11567
"104",5,562,5697,"Antioquia","Oriente","El Santuario",2005,2731.7398,26287
"105",5,556,5736,"Antioquia","Nordeste","Segovia",2005,4973.8288,35071
"106",5,562,5756,"Antioquia","Oriente","Sonson",2005,5958.1801,38779
"107",5,560,5761,"Antioquia","Occidente","Sopetr·n",2005,1263.8331,13385
"108",5,585,5789,"Antioquia","Suroeste","T·mesis",2005,1351.3556,16387
"109",5,511,5790,"Antioquia","Bajo cauca","Taraz·",2005,8285.125,32943
"110",5,585,5792,"Antioquia","Suroeste","Tarso",2005,783.27574,7155
"111",5,585,5809,"Antioquia","Suroeste","TitiribÌ",2005,1532.306,13317
"112",5,558,5819,"Antioquia","Norte","Toledo",2005,744.99213,5697
"113",5,592,5837,"Antioquia","Urab·","Turbo",2005,20129.954,121885
"114",5,560,5842,"Antioquia","Occidente","Uramita",2005,1748.2104,8304
"115",5,585,5847,"Antioquia","Suroeste","Urrao",2005,5210.2367,38923
"116",5,558,5854,"Antioquia","Norte","Valdivia",2005,4691.7833,17290
"117",5,585,5856,"Antioquia","Suroeste","ValparaÌso",2005,446.74443,6324
"118",5,556,5858,"Antioquia","Nordeste","VegachÌ",2005,1666.9405,11293
"119",5,585,5861,"Antioquia","Suroeste","Venecia",2005,1228.2277,13419
"120",5,592,5873,"Antioquia","Urab·","VigÌa del Fuerte",2005,2092.8856,5487
"121",5,556,5885,"Antioquia","Nordeste","YalÌ",2005,1216.0083,7734
"122",5,558,5887,"Antioquia","Norte","Yarumal",2005,3770.0989,41240
"123",5,556,5890,"Antioquia","Nordeste","YolombÛ",2005,2640.5886,20025
"124",5,546,5893,"Antioquia","Magdalena medio","YondÛ",2005,2645.1831,15097
"125",5,511,5895,"Antioquia","Bajo cauca","Zaragoza",2005,4765.7096,26959
"126",8,858,8001,"Atl·ntico","Norte","Barranquilla",2005,86327.975,1146498
"127",8,823,8078,"Atl·ntico","Centro oriente","Baranoa",2005,2969.4788,51565
"128",8,882,8137,"Atl·ntico","Sur","Campo de La Cruz",2005,3496.8409,19118
"129",8,882,8141,"Atl·ntico","Sur","Candelaria",2005,1337.5363,12030
"130",8,858,8296,"Atl·ntico","Norte","Galapa",2005,2460.5229,31985
"131",8,859,8372,"Atl·ntico","Occidental","Juan de Acosta",2005,1041.4684,14578
"132",8,882,8421,"Atl·ntico","Sur","Luruaco",2005,2044.5066,23559
"133",8,858,8433,"Atl·ntico","Norte","Malambo",2005,8804.6451,101280
"134",8,882,8436,"Atl·ntico","Sur","ManatÌ",2005,1280.0061,13810
"135",8,823,8520,"Atl·ntico","Centro oriente","Palmar de Varela",2005,1269.9316,23678
"136",8,859,8549,"Atl·ntico","Occidental","PiojÛ",2005,316.0781,5026
"137",8,823,8558,"Atl·ntico","Centro oriente","Polonuevo",2005,1315.6796,13901
"138",8,823,8560,"Atl·ntico","Centro oriente","Ponedera",2005,3047.1519,18944
"139",8,858,8573,"Atl·ntico","Norte","Puerto Colombia",2005,1077.9043,27825
"140",8,882,8606,"Atl·ntico","Sur","RepelÛn",2005,1968.2268,22875
"141",8,823,8634,"Atl·ntico","Centro oriente","Sabanagrande",2005,3738.3671,25399
"142",8,823,8638,"Atl·ntico","Centro oriente","Sabanalarga",2005,8037.0725,86623
"143",8,882,8675,"Atl·ntico","Sur","Santa LucÌa",2005,1753.8158,12423
"144",8,823,8685,"Atl·ntico","Centro oriente","Santo Tom·s",2005,1171.6563,23877
"145",8,858,8758,"Atl·ntico","Norte","Soledad",2005,45526.658,461603
"146",8,882,8770,"Atl·ntico","Sur","Suan",2005,1049.3576,9702
"147",8,859,8832,"Atl·ntico","Occidental","Tubar·",2005,637.50632,10912
"148",8,859,8849,"Atl·ntico","Occidental","UsiacurÌ",2005,713.02513,8809
"149",11,1115,11001,"Bogot·, D.C.","Bogot·","Bogot·, D.C.",2005,315703.5,6840116
"150",13,1331,13001,"BolÌvar","Dique bolivarense","Cartagena",2005,58570.373,893033
"151",13,1351,13006,"BolÌvar","Mojana","AchÌ",2005,3022.1881,19644
"152",13,1344,13030,"BolÌvar","Loba","Altos del Rosario",2005,1807.554,11357
"153",13,1347,13042,"BolÌvar","Magdalena medio bolivarense","Arenal",2005,3003.0002,15414
"154",13,1331,13052,"BolÌvar","Dique bolivarense","Arjona",2005,6312.956,60418
"155",13,1331,13062,"BolÌvar","Dique bolivarense","Arroyohondo",2005,885.57147,8804
"156",13,1344,13074,"BolÌvar","Loba","Barranco de Loba",2005,3230.8836,15148
"157",13,1331,13140,"BolÌvar","Dique bolivarense","Calamar",2005,2071.5701,20722
"158",13,1347,13160,"BolÌvar","Magdalena medio bolivarense","Cantagallo",2005,1322.7608,7811
"159",13,1330,13188,"BolÌvar","DepresiÛn momposina","Cicuco",2005,1714.3924,11094
"160",13,1352,13212,"BolÌvar","Montes de marÌa","CÛrdoba",2005,2119.3676,13113
"161",13,1331,13222,"BolÌvar","Dique bolivarense","Clemencia",2005,1256.7306,11714
"162",13,1352,13244,"BolÌvar","Montes de marÌa","El Carmen de BolÌvar",2005,9385.7651,67963
"163",13,1352,13248,"BolÌvar","Montes de marÌa","El Guamo",2005,1081.0977,7826
"164",13,1344,13268,"BolÌvar","Loba","El PeÒÛn",2005,1024.8975,7807
"165",13,1330,13300,"BolÌvar","DepresiÛn momposina","Hatillo de Loba",2005,2520.1161,11470
"166",13,1351,13430,"BolÌvar","Mojana","MaganguÈ",2005,16032.151,121481
"167",13,1331,13433,"BolÌvar","Dique bolivarense","Mahates",2005,2104.8157,22929
"168",13,1330,13440,"BolÌvar","DepresiÛn momposina","Margarita",2005,2090.7788,9406
"169",13,1352,13442,"BolÌvar","Montes de marÌa","MarÌa La Baja",2005,6544.4882,45395
"170",13,1351,13458,"BolÌvar","Mojana","Montecristo",2005,2176.9112,16973
"171",13,1330,13468,"BolÌvar","DepresiÛn momposina","MompÛs",2005,4627.1654,41565
"172",13,1347,13473,"BolÌvar","Magdalena medio bolivarense","Morales",2005,3025.5468,18523
"173",13,1347,13490,"BolÌvar","Magdalena medio bolivarense","NorosÌ (1)",2005,NA,0
"174",13,1316,13549,"BolÌvar","Bolivarense","Pinillos",2005,3633.5833,22801
"175",13,1344,13580,"BolÌvar","Loba","Regidor",2005,1256.5711,8796
"176",13,1344,13600,"BolÌvar","Loba","RÌo Viejo (1)(3)",2005,4530.8358,21060
"177",13,1331,13620,"BolÌvar","Dique bolivarense","San CristÛbal",2005,491.72399,6561
"178",13,1331,13647,"BolÌvar","Dique bolivarense","San Estanislao",2005,963.45401,15312
"179",13,1330,13650,"BolÌvar","DepresiÛn momposina","San Fernando",2005,1751.4833,12965
"180",13,1352,13654,"BolÌvar","Montes de marÌa","San Jacinto",2005,1449.035,21593
"181",13,1316,13655,"BolÌvar","Bolivarense","San Jacinto del Cauca",2005,1380.0178,10935
"182",13,1352,13657,"BolÌvar","Montes de marÌa","San Juan Nepomuceno",2005,3567.4653,32514
"183",13,1344,13667,"BolÌvar","Loba","San MartÌn de Loba",2005,2745.3274,14248
"184",13,1347,13670,"BolÌvar","Magdalena medio bolivarense","San Pablo",2005,5231.7209,27010
"185",13,1331,13673,"BolÌvar","Dique bolivarense","Santa Catalina",2005,1589.9112,12058
"186",13,1331,13683,"BolÌvar","Dique bolivarense","Santa Rosa",2005,3258.7773,18195
"187",13,1347,13688,"BolÌvar","Magdalena medio bolivarense","Santa Rosa del Sur",2005,5607.8115,34015
"188",13,1347,13744,"BolÌvar","Magdalena medio bolivarense","SimitÌ",2005,3255.1881,18418
"189",13,1331,13760,"BolÌvar","Dique bolivarense","Soplaviento",2005,1243.2042,8281
"190",13,1330,13780,"BolÌvar","DepresiÛn momposina","Talaigua Nuevo",2005,1103.4672,11086
"191",13,1316,13810,"BolÌvar","Bolivarense","Tiquisio",2005,4729.9034,18786
"192",13,1331,13836,"BolÌvar","Dique bolivarense","Turbaco",2005,3935.009,63057
"193",13,1331,13838,"BolÌvar","Dique bolivarense","Turban·",2005,1322.8416,13493
"194",13,1331,13873,"BolÌvar","Dique bolivarense","Villanueva",2005,2431.6484,17576
"195",13,1352,13894,"BolÌvar","Montes de marÌa","Zambrano",2005,1336.0886,11110
"196",15,1521,15001,"Boyac·","Centro","Tunja",2005,6801.4593,154066
"197",15,1562,15022,"Boyac·","Oriente","Almeida",2005,170.82982,2294
"198",15,1580,15047,"Boyac·","Sugamuxi","Aquitania",2005,1854.0448,16592
"199",15,1567,15051,"Boyac·","Ricaurte","Arcabuco",2005,595.04417,5198
"200",15,1589,15087,"Boyac·","Tundama","BelÈn",2005,590.30588,9041
"201",15,1543,15090,"Boyac·","Lengupa","Berbeo",2005,82.724242,1913
"202",15,1593,15092,"Boyac·","Valderrama","BetÈitiva",2005,160.37891,2479
"203",15,1558,15097,"Boyac·","Norte","Boavita",2005,616.40521,8796
"204",15,1549,15104,"Boyac·","Marquez","Boyac·",2005,599.80211,5074
"205",15,1560,15106,"Boyac·","Occidente","BriceÒo",2005,424.65366,2748
"206",15,1560,15109,"Boyac·","Occidente","Buenavista",2005,905.12576,5889
"207",15,1589,15114,"Boyac·","Tundama","Busbanz·",2005,90.981274,885
"208",15,1560,15131,"Boyac·","Occidente","Caldas",2005,351.47925,4050
"209",15,1543,15135,"Boyac·","Lengupa","Campohermoso",2005,590.60995,4065
"210",15,1589,15162,"Boyac·","Tundama","Cerinza",2005,152.69827,4312
"211",15,1554,15172,"Boyac·","Neira","Chinavita",2005,361.40192,3741
"212",15,1560,15176,"Boyac·","Occidente","Chiquinquir·",2005,4075.8258,55797
"213",15,1540,15180,"Boyac·","Gutierrez","Chiscas",2005,455.73255,5372
"214",15,1593,15183,"Boyac·","Valderrama","Chita",2005,1695.5765,10844
"215",15,1567,15185,"Boyac·","Ricaurte","Chitaraque",2005,1143.3873,6711
"216",15,1521,15187,"Boyac·","Centro","Chivat·",2005,420.4267,5049
"217",15,1549,15189,"Boyac·","Marquez","CiÈnega",2005,784.35836,5242
"218",15,1521,15204,"Boyac·","Centro","CÛmbita",2005,1038.9227,12981
"219",15,1560,15212,"Boyac·","Occidente","Coper",2005,739.10041,4201
"220",15,1589,15215,"Boyac·","Tundama","Corrales",2005,101.6094,2544
"221",15,1558,15218,"Boyac·","Norte","CovarachÌa",2005,363.12606,3324
"222",15,1540,15223,"Boyac·","Gutierrez","Cubar·",2005,1911.4506,6614
"223",15,1521,15224,"Boyac·","Centro","Cucaita",2005,798.84453,4568
"224",15,1580,15226,"Boyac·","Sugamuxi","CuÌtiva",2005,188.41099,2011
"225",15,1521,15232,"Boyac·","Centro","ChÌquiza",2005,1389.7502,6073
"226",15,1562,15236,"Boyac·","Oriente","Chivor",2005,178.56,2232
"227",15,1589,15238,"Boyac·","Tundama","Duitama",2005,4623.6144,107417
"228",15,1540,15244,"Boyac·","Gutierrez","El Cocuy",2005,486.99266,5582
"229",15,1540,15248,"Boyac·","Gutierrez","El Espino",2005,249.8125,3997
"230",15,1580,15272,"Boyac·","Sugamuxi","Firavitoba",2005,365.35344,6316
"231",15,1589,15276,"Boyac·","Tundama","Floresta",2005,337.04337,4884
"232",15,1567,15293,"Boyac·","Ricaurte","Gachantiv·",2005,277.46737,3085
"233",15,1580,15296,"Boyac·","Sugamuxi","Gameza",2005,583.50734,5669
"234",15,1554,15299,"Boyac·","Neira","Garagoa",2005,1144.1372,16520
"235",15,1540,15317,"Boyac·","Gutierrez","Guacamayas",2005,120.61236,2132
"236",15,1562,15322,"Boyac·","Oriente","Guateque",2005,426.59106,10171
"237",15,1562,15325,"Boyac·","Oriente","Guayat·",2005,201.06578,6368
"238",15,1540,15332,"Boyac·","Gutierrez","G¸ic·n",2005,1824.5252,7869
"239",15,1580,15362,"Boyac·","Sugamuxi","Iza",2005,178.15112,2116
"240",15,1549,15367,"Boyac·","Marquez","Jenesano",2005,774.99479,7436
"241",15,1593,15368,"Boyac·","Valderrama","JericÛ",2005,777.97966,4716
"242",15,1542,15377,"Boyac·","La libertad","Labranzagrande",2005,887.40683,5345
"243",15,1562,15380,"Boyac·","Oriente","La Capilla",2005,290.04303,3178
"244",15,1560,15401,"Boyac·","Occidente","La Victoria",2005,220.79139,1674
"245",15,1558,15403,"Boyac·","Norte","La Uvita",2005,193.16695,3621
"246",15,1567,15407,"Boyac·","Ricaurte","Villa de Leyva",2005,615.49937,12032
"247",15,1554,15425,"Boyac·","Neira","Macanal",2005,451.30266,4705
"248",15,1560,15442,"Boyac·","Occidente","MaripÌ",2005,1574.2212,7914
"249",15,1543,15455,"Boyac·","Lengupa","Miraflores",2005,666.51239,9661
"250",15,1580,15464,"Boyac·","Sugamuxi","Mongua",2005,485.90773,5264
"251",15,1580,15466,"Boyac·","Sugamuxi","MonguÌ",2005,325.59519,5002
"252",15,1567,15469,"Boyac·","Ricaurte","Moniquir·",2005,1835.1878,21852
"253",15,1521,15476,"Boyac·","Centro","Motavita",2005,1062.2119,6772
"254",15,1560,15480,"Boyac·","Occidente","Muzo",2005,988.08343,10237
"255",15,1580,15491,"Boyac·","Sugamuxi","Nobsa",2005,576.11242,15194
"256",15,1549,15494,"Boyac·","Marquez","Nuevo ColÛn",2005,697.20649,6075
"257",15,1521,15500,"Boyac·","Centro","Oicat·",2005,199.30657,2822
"258",15,1560,15507,"Boyac·","Occidente","Otanche",2005,1717.0683,10463
"259",15,1554,15511,"Boyac·","Neira","Pachavita",2005,333.75938,3102
"260",15,1543,15514,"Boyac·","Lengupa","P·ez",2005,456.63089,3369
"261",15,1589,15516,"Boyac·","Tundama","Paipa",2005,1411.7012,27766
"262",15,1542,15518,"Boyac·","La libertad","Pajarito",2005,238.5324,2410
"263",15,1540,15522,"Boyac·","Gutierrez","Panqueba",2005,106.5668,1859
"264",15,1560,15531,"Boyac·","Occidente","Pauna",2005,1831.2547,10338
"265",15,1542,15533,"Boyac·","La libertad","Paya",2005,740.91384,2648
"266",15,1593,15537,"Boyac·","Valderrama","Paz de RÌo",2005,207.09054,5258
"267",15,1580,15542,"Boyac·","Sugamuxi","Pesca",2005,916.21446,9762
"268",15,1542,15550,"Boyac·","La libertad","Pisba",2005,334.94118,1533
"269",15,1560,15572,"Boyac·","Occidente","Puerto Boyac·",2005,7471.7709,50301
"270",15,1560,15580,"Boyac·","Occidente","QuÌpama",2005,989.61786,8793
"271",15,1549,15599,"Boyac·","Marquez","RamiriquÌ",2005,1081.9058,10789
"272",15,1567,15600,"Boyac·","Ricaurte","R·quira",2005,1805.3343,12522
"273",15,1549,15621,"Boyac·","Marquez","RondÛn",2005,411.07015,3011
"274",15,1560,15632,"Boyac·","Occidente","Saboy·",2005,1633.2013,12957
"275",15,1567,15638,"Boyac·","Ricaurte","S·chica",2005,616.75569,3868
"276",15,1521,15646,"Boyac·","Centro","Samac·",2005,2285.3196,17614
"277",15,1543,15660,"Boyac·","Lengupa","San Eduardo",2005,141.18081,1924
"278",15,1567,15664,"Boyac·","Ricaurte","San JosÈ de Pare",2005,796.95924,5719
"279",15,1554,15667,"Boyac·","Neira","San Luis de Gaceno",2005,877.8042,6383
"280",15,1558,15673,"Boyac·","Norte","San Mateo",2005,286.49182,4790
"281",15,1560,15676,"Boyac·","Occidente","San Miguel de Sema",2005,504.30283,4612
"282",15,1560,15681,"Boyac·","Occidente","San Pablo de Borbur",2005,1803.9631,10924
"283",15,1567,15686,"Boyac·","Ricaurte","Santana",2005,1058.7831,7853
"284",15,1554,15690,"Boyac·","Neira","Santa MarÌa",2005,500.26158,4635
"285",15,1589,15693,"Boyac·","Tundama","Santa Rosa de Viterbo",2005,601.73381,13249
"286",15,1567,15696,"Boyac·","Ricaurte","Santa SofÌa",2005,387.12728,3121
"287",15,1558,15720,"Boyac·","Norte","Sativanorte",2005,163.04346,2775
"288",15,1558,15723,"Boyac·","Norte","Sativasur",2005,45.667583,1351
"289",15,1521,15740,"Boyac·","Centro","Siachoque",2005,1190.6158,8894
"290",15,1558,15753,"Boyac·","Norte","Soat·",2005,311.37922,9313
"291",15,1593,15755,"Boyac·","Valderrama","Socot·",2005,1915.8223,10295
"292",15,1593,15757,"Boyac·","Valderrama","Socha",2005,479.39544,7593
"293",15,1580,15759,"Boyac·","Sugamuxi","Sogamoso",2005,4290.6101,117105
"294",15,1562,15761,"Boyac·","Oriente","Somondoco",2005,169.72377,4359
"295",15,1521,15762,"Boyac·","Centro","Sora",2005,420.5216,2976
"296",15,1521,15763,"Boyac·","Centro","Sotaquir·",2005,1263.4412,8966
"297",15,1521,15764,"Boyac·","Centro","Sorac·",2005,1021.3005,5945
"298",15,1558,15774,"Boyac·","Norte","SusacÛn",2005,284.14027,3698
"299",15,1567,15776,"Boyac·","Ricaurte","Sutamarch·n",2005,550.15495,6120
"300",15,1562,15778,"Boyac·","Oriente","Sutatenza",2005,285.58275,4566
"301",15,1593,15790,"Boyac·","Valderrama","Tasco",2005,727.3009,6925
"302",15,1562,15798,"Boyac·","Oriente","Tenza",2005,290.28891,4651
"303",15,1549,15804,"Boyac·","Marquez","Tiban·",2005,1008.3815,9711
"304",15,1580,15806,"Boyac·","Sugamuxi","Tibasosa",2005,1340.9784,12626
"305",15,1567,15808,"Boyac·","Ricaurte","Tinjac·",2005,280.73005,2939
"306",15,1558,15810,"Boyac·","Norte","Tipacoque",2005,350.45458,3855
"307",15,1521,15814,"Boyac·","Centro","Toca",2005,726.27152,10561
"308",15,1567,15816,"Boyac·","Ricaurte","Tog¸Ì",2005,803.21309,5229
"309",15,1580,15820,"Boyac·","Sugamuxi","TÛpaga",2005,200.76843,3683
"310",15,1580,15822,"Boyac·","Sugamuxi","Tota",2005,939.94901,5676
"311",15,1560,15832,"Boyac·","Occidente","Tunungu·",2005,162.73969,1620
"312",15,1549,15835,"Boyac·","Marquez","TurmequÈ",2005,722.5229,7582
"313",15,1521,15837,"Boyac·","Centro","Tuta",2005,902.94321,8984
"314",15,1589,15839,"Boyac·","Tundama","Tutaz·",2005,247.2913,2254
"315",15,1549,15842,"Boyac·","Marquez","Umbita",2005,1020.2594,10105
"316",15,1521,15861,"Boyac·","Centro","Ventaquemada",2005,1510.2075,14404
"317",15,1549,15879,"Boyac·","Marquez","Viracach·",2005,345.86032,3477
"318",15,1543,15897,"Boyac·","Lengupa","Zetaquira",2005,351.89482,5171
"319",17,1721,17001,"Caldas","Centro","Manizales",2005,16967.373,379794
"320",17,1758,17013,"Caldas","Norte","Aguadas",2005,3187.5007,24308
"321",17,1713,17042,"Caldas","Bajo occidente","Anserma",2005,3568.0382,35097
"322",17,1758,17050,"Caldas","Norte","Aranzazu",2005,1211.9005,12815
"323",17,1713,17088,"Caldas","Bajo occidente","Belalc·zar",2005,1402.6317,11872
"324",17,1721,17174,"Caldas","Centro","Chinchin·",2005,3577.8686,53507
"325",17,1703,17272,"Caldas","Alto occidente","Filadelfia",2005,1847.8266,12737
"326",17,1762,17380,"Caldas","Oriente","La Dorada",2005,6714.087,72936
"327",17,1703,17388,"Caldas","Alto occidente","La Merced",2005,585.51926,6752
"328",17,1704,17433,"Caldas","Alto oriente","Manzanares",2005,2595.9042,25104
"329",17,1703,17442,"Caldas","Alto occidente","Marmato",2005,831.7082,8455
"330",17,1704,17444,"Caldas","Alto oriente","Marquetalia",2005,1739.1379,14798
